Image1, Image2, x, y, z, qw, qx, qy, qz
rgb/1341840099.341994.png, rgb/1341840099.542031.png, 0.0196, -0.0467, -0.0076, 0.99992368488, 0.00568779159394, -0.000769131601039, 0.0150159574206
rgb/1341840099.542031.png, rgb/1341840099.742027.png, 0.017, -0.0589, -0.0074, 0.999925452885, 0.00227811183707, 0.00442487875719, 0.0100633105499
rgb/1341840099.742027.png, rgb/1341840099.946242.png, 0.0266, -0.053, -0.0013, 0.999758323782, 0.00289166474545, 0.00601063593355, 0.0190324921415
rgb/1341840099.946242.png, rgb/1341840100.146035.png, 0.0219, -0.0542, 0.0028, 0.999759205331, -0.00761282377322, -0.000440386828366, 0.0214514468221
rgb/1341840100.146035.png, rgb/1341840100.345946.png, 0.0192, -0.0474, 0.0027, 0.999867146793, -0.00106467570127, -0.00427195312495, 0.0155262848045
rgb/1341840100.345946.png, rgb/1341840100.546213.png, 0.0196, -0.0375, 0.0001, 1.00000232007, 0.00755739203618, -0.00321919457994, 0.00270088935213
rgb/1341840100.546213.png, rgb/1341840100.749993.png, 0.0225, -0.0423, 0.0011, 0.999921193943, -0.00387218627452, -0.00735373209278, 0.00876272160104
rgb/1341840100.749993.png, rgb/1341840100.950032.png, 0.0259, -0.0558, 0.0006, 0.99981216719, 0.000863206956438, -0.0140006440553, 0.00164131717038
rgb/1341840100.950032.png, rgb/1341840101.150042.png, 0.0323, -0.0601, 0.0083, 0.999485529054, 0.00206058415455, -0.0287581657511, -0.0179976818803
rgb/1341840101.150042.png, rgb/1341840101.349978.png, 0.037, -0.0641, 0.0061, 0.998600084041, -0.0238699721177, -0.0431300316824, -0.0166726100678
rgb/1341840101.349978.png, rgb/1341840101.554371.png, 0.0211, -0.0459, 0.0053, 0.999211980158, -0.0236604372755, -0.0263765124682, 0.0201243790021
rgb/1341840101.554371.png, rgb/1341840101.753999.png, 0.0141, -0.0379, -0.0057, 0.999910478548, 0.00164784672807, 0.0112180819573, 0.00588335542803
rgb/1341840101.753999.png, rgb/1341840101.953985.png, 0.0025, -0.0335, -0.0096, 0.999743091758, 0.00641484578825, 0.0121208488368, 0.0204542961738
rgb/1341840101.953985.png, rgb/1341840102.158709.png, -0.009, -0.0415, -0.0129, 0.999812301376, 0.00941950908355, 0.00578542934513, 0.0133820089164
rgb/1341840102.158709.png, rgb/1341840102.357985.png, -0.0041, -0.0536, -0.0048, 0.99964093516, -0.00866857685242, 0.00529237134117, 0.0270697048996
rgb/1341840102.357985.png, rgb/1341840102.558042.png, 0.0003, -0.0522, -0.0043, 0.999546137401, -0.00102388306565, 0.0152560766554, 0.0235067149587
rgb/1341840102.558042.png, rgb/1341840102.758299.png, -0.0048, -0.044, -0.0014, 0.999781976352, 0.00528563842873, 0.00921294413256, 0.0190987995229
rgb/1341840102.758299.png, rgb/1341840102.969086.png, -0.0021, -0.0404, -0.0021, 0.999905262354, 0.00129929771245, 0.00613080764943, 0.0120420707545
rgb/1341840102.969086.png, rgb/1341840103.169178.png, -0.0003, -0.0356, -0.0037, 0.999939881183, 0.00547830224179, 0.0036613779807, 0.0100038032252
rgb/1341840103.169178.png, rgb/1341840103.369061.png, 0.0079, -0.0381, -0.0046, 0.99981037814, 0.00401366769325, 0.0088551198497, 0.0137549694992
rgb/1341840103.369061.png, rgb/1341840103.569032.png, 0.0103, -0.0473, 0.0018, 0.999770407933, -0.00374165666147, 0.000554409139744, 0.0240310430716
rgb/1341840103.569032.png, rgb/1341840103.769171.png, 0.0185, -0.0653, 0.0054, 0.999796306316, -0.0032331310262, 0.00637281953716, 0.016416055074
rgb/1341840103.769171.png, rgb/1341840103.973092.png, 0.0123, -0.0685, 0.001, 0.999937759583, -0.00651297363692, 0.00101826682239, 0.00813702451806
rgb/1341840103.973092.png, rgb/1341840104.173061.png, 0.0112, -0.0605, -0.0053, 0.999865927116, -0.00992199342208, 0.00238414128288, 0.016521805384
rgb/1341840104.173061.png, rgb/1341840104.372984.png, 0.0135, -0.059, -0.0032, 0.999436519282, -0.0201391286318, 0.00297214005663, 0.0259048143649
rgb/1341840104.372984.png, rgb/1341840104.572927.png, -0.0007, -0.0514, -0.0008, 0.999880335539, 0.00318410260789, 0.00257882062639, 0.0127192212272
rgb/1341840104.572927.png, rgb/1341840104.777040.png, -0.0079, -0.0437, 0.0091, 0.999981679735, 0.0101864372959, -0.00301716362819, 0.00058695848742
rgb/1341840104.777040.png, rgb/1341840104.976967.png, -0.0108, -0.0528, 0.0046, 0.999946973293, 0.00354088007594, -0.00430149283428, 0.0066589664116
rgb/1341840104.976967.png, rgb/1341840105.176904.png, -0.0071, -0.0534, 0.0059, 0.999757907611, 0.0178954973656, -0.00232358694643, 0.0109004372903
rgb/1341840105.176904.png, rgb/1341840105.381032.png, -0.0109, -0.0522, 0.0067, 0.999606486765, -0.00712131853724, -0.0025763011772, 0.0253584384464
rgb/1341840105.381032.png, rgb/1341840105.581060.png, -0.0042, -0.039, -0.002, 0.999905091013, -0.00377762770357, 0.00101147577664, 0.0168984001095
rgb/1341840105.581060.png, rgb/1341840105.785122.png, 0.0002, -0.0278, -0.0012, 0.999953320763, 0.00209972569048, -0.00119437048399, 0.00734924991326
rgb/1341840105.785122.png, rgb/1341840105.985293.png, -0.0016, -0.0339, 0.004, 0.999949429132, 0.00211205626401, -0.000137392359027, 0.00715323282101
rgb/1341840105.985293.png, rgb/1341840106.178238.png, -0.0072, -0.0478, 0.0073, 0.999899953731, -0.00139816760918, -0.00970911837336, 0.0102961551571
rgb/1341840106.178238.png, rgb/1341840106.414296.png, -0.0023, -0.0785, 0.0065, 1.00001803109, -0.00176816699178, -0.00216856121964, 0.00645938085714
rgb/1341840106.414296.png, rgb/1341840106.614595.png, -0.0036, -0.0619, 0.0037, 0.9999003825, 0.000712322120715, -0.00206972804983, 0.0117275456386
rgb/1341840106.614595.png, rgb/1341840106.814038.png, -0.0029, -0.0494, -0.0038, 0.999297257653, -0.00815535934043, -0.0044461413873, 0.0359390028603
rgb/1341840106.814038.png, rgb/1341840107.014116.png, -0.0061, -0.0384, -0.0039, 0.999935176182, 0.00331639533569, -0.00318518760755, 0.0133065237542
rgb/1341840107.014116.png, rgb/1341840107.218011.png, -0.0158, -0.0302, -0.0005, 0.99989134105, -0.00413785002837, 0.000418365958585, 0.0160884645854
rgb/1341840107.218011.png, rgb/1341840107.417975.png, -0.0243, -0.0305, -0.0037, 0.99984874036, 0.00815720131328, 0.0049194130694, 0.00474750484339
rgb/1341840107.417975.png, rgb/1341840107.617978.png, -0.03, -0.0369, -0.0059, 1.00003257393, 0.000765702450914, 0.00500375415328, 0.00863291233784
rgb/1341840107.617978.png, rgb/1341840107.821949.png, -0.0277, -0.0331, 0.0038, 0.999258043047, -0.00719455955432, -0.00410682708192, 0.037557767177
rgb/1341840107.821949.png, rgb/1341840108.022288.png, -0.0228, -0.0359, 0.0089, 0.999556307921, -0.00797806776584, -0.0189946628056, 0.0182517328125
rgb/1341840108.022288.png, rgb/1341840108.261441.png, -0.0052, -0.0421, 0.0073, 0.999791271375, 0.0144795220077, 0.00364234500644, -0.0190534901429
rgb/1341840108.261441.png, rgb/1341840108.457962.png, 0.0111, -0.0261, -0.0052, 0.999846322187, 0.00614323284164, 0.0107457978582, 0.0057827414286
rgb/1341840108.457962.png, rgb/1341840108.658238.png, -0.0012, -0.028, -0.0151, 0.999952778045, -0.000388376074886, 0.00964743930751, 0.0049090431853
rgb/1341840108.658238.png, rgb/1341840108.858063.png, -0.0235, -0.03, -0.0147, 0.999819596661, -0.000727883473123, -0.0114229914396, 0.0156387294729
rgb/1341840108.858063.png, rgb/1341840109.062055.png, -0.0271, -0.032, -0.0299, 0.999803589273, -0.00685345535778, 0.0189104599687, 0.00762415820939
rgb/1341840109.062055.png, rgb/1341840109.261949.png, -0.0205, -0.0425, -0.0103, 0.999923415071, -0.00238853183142, 0.00338084612037, 0.00881774608885
rgb/1341840109.261949.png, rgb/1341840109.469199.png, -0.0263, -0.0651, 0.0124, 0.999876470981, 0.00427596604883, -0.00244948055112, -0.0138191602759
rgb/1341840109.469199.png, rgb/1341840109.662301.png, -0.033, -0.0688, 0.0119, 0.999912327909, -0.00787056771304, -0.00892740291856, 0.00756589044649
rgb/1341840109.662301.png, rgb/1341840109.866117.png, -0.0239, -0.0462, 0.0054, 0.999931209979, -0.00130505039152, 0.000637580191274, 0.00915290274587
rgb/1341840109.866117.png, rgb/1341840110.066047.png, -0.0233, -0.0237, 0.0032, 0.999883563946, 0.0135299634228, 0.00220352456124, 0.000375219507662
rgb/1341840110.066047.png, rgb/1341840110.266480.png, -0.0315, -0.0145, -0.0008, 0.999937233925, 0.0133669137836, -0.0042756038357, -0.00258274998437
rgb/1341840110.266480.png, rgb/1341840110.470485.png, -0.0293, -0.0182, 0.0103, 0.999630143084, 0.0126504465634, -0.0164410774481, 0.0164521576553
rgb/1341840110.470485.png, rgb/1341840110.670463.png, -0.0264, -0.0293, 0.0086, 0.999603607303, 0.0177322553489, -0.0155914527666, -0.0142720072151
rgb/1341840110.670463.png, rgb/1341840110.870149.png, -0.025, -0.0313, 0.0035, 0.999377544807, 0.0020906653793, -0.0309679759304, 0.0170680234216
rgb/1341840110.870149.png, rgb/1341840111.070094.png, -0.022, -0.0283, -0.0015, 0.999968287511, 0.00787391802383, -0.00171489460208, 0.0042303720419
rgb/1341840111.070094.png, rgb/1341840111.273886.png, -0.0159, -0.0295, -0.0053, 0.999910954739, 0.000492449093893, 0.015218399103, -0.00411030283669
rgb/1341840111.273886.png, rgb/1341840111.474308.png, -0.0159, -0.0367, -0.0028, 0.999971000336, -0.00677616159981, 0.00826188441, 0.00278435778498
rgb/1341840111.474308.png, rgb/1341840111.674414.png, -0.0158, -0.0505, 0.0012, 0.999941184441, -0.00179410454511, 0.0064269947619, -0.000384830945264
rgb/1341840111.674414.png, rgb/1341840111.873912.png, -0.0145, -0.0611, 0.0068, 0.999872180325, -0.000815297929143, 0.00653542340002, 0.0116690503606
rgb/1341840111.873912.png, rgb/1341840112.078049.png, -0.0214, -0.0646, 0.0035, 1.00007426546, -0.00150272051007, -0.00177350042322, -0.00213113672379
rgb/1341840112.078049.png, rgb/1341840112.277978.png, -0.0193, -0.0618, 0.0022, 0.999969412598, -0.00620586293606, 0.00429669508169, 0.00328618090466
rgb/1341840112.277978.png, rgb/1341840112.478095.png, -0.0184, -0.0545, 0.0034, 0.999947844774, -0.000188242770139, -0.00380721152593, 0.00109340992019
rgb/1341840112.478095.png, rgb/1341840112.681967.png, -0.0192, -0.0502, -0.0071, 0.999949530148, -0.00527523449081, 0.00600965233162, -0.00664177047319
rgb/1341840112.681967.png, rgb/1341840112.881998.png, -0.0226, -0.0389, -0.0145, 0.999920940795, -0.00842777521658, 0.0130437987794, 0.00288672095959
rgb/1341840112.881998.png, rgb/1341840113.083545.png, -0.0283, -0.0367, -0.0154, 0.999909539177, -0.00446976654218, 0.00802494586924, 0.00726700276257
rgb/1341840113.083545.png, rgb/1341840113.282031.png, -0.0342, -0.0477, -0.0136, 0.999640540748, -0.0166253003877, 0.00609572815457, 0.0189584657174
rgb/1341840113.282031.png, rgb/1341840113.486223.png, -0.0417, -0.0488, -0.0011, 0.999822572113, -0.0081372630852, 0.00187916761911, 0.0154116364474
rgb/1341840113.486223.png, rgb/1341840113.686008.png, -0.0407, -0.0474, 0.0023, 0.999942757959, 0.00121346325997, -0.00263966410403, 0.0160793632293
rgb/1341840113.686008.png, rgb/1341840113.886031.png, -0.0343, -0.0457, 0.0012, 0.99983688906, -0.00230123110115, 0.0135493567577, 0.00229128226367
rgb/1341840113.886031.png, rgb/1341840114.086023.png, -0.0313, -0.0372, -0.0001, 1.00002373036, 0.00548401352153, -0.000834472709019, 0.00120381833415
rgb/1341840114.086023.png, rgb/1341840114.290001.png, -0.0298, -0.0426, -0.0027, 0.999795473182, -0.00467302882329, 7.76049983579e-05, 0.0205123479792
rgb/1341840114.290001.png, rgb/1341840114.490552.png, -0.0315, -0.047, 0.0013, 0.999794280169, 0.00106923517218, 0.004298398585, 0.019362321718
rgb/1341840114.490552.png, rgb/1341840114.690158.png, -0.0368, -0.05, 0.0095, 0.999412297698, 0.00256086216043, -0.00802073903682, 0.0330678062168
rgb/1341840114.690158.png, rgb/1341840114.894167.png, -0.042, -0.0529, 0.0065, 0.999915655944, -0.00201895772405, -0.00149477466323, 0.0135579845688
rgb/1341840114.894167.png, rgb/1341840115.094064.png, -0.0373, -0.0405, 0.0025, 0.999483707458, 0.00962525524654, -0.000479375935764, 0.0286683448057
rgb/1341840115.094064.png, rgb/1341840115.293961.png, -0.0288, -0.0297, -0.0037, 0.999897077359, 0.01223577397, 0.00916670521766, 0.00419561765955
rgb/1341840115.293961.png, rgb/1341840115.494015.png, -0.0316, -0.0215, -0.0055, 0.999798963991, -0.00998658176635, 0.000819953723919, 0.017195568668
rgb/1341840115.494015.png, rgb/1341840115.697947.png, -0.0415, -0.0185, -0.0102, 0.999826232417, 0.00153832860185, 0.00121459310501, 0.0181607673837
rgb/1341840115.697947.png, rgb/1341840115.898043.png, -0.0548, -0.0185, -0.0028, 0.999760080014, -0.000586379964817, -0.0068716795877, 0.0184569388926
rgb/1341840115.898043.png, rgb/1341840116.098144.png, -0.0444, -0.0211, -0.002, 0.999551278942, -0.00686479812903, 0.00140831886118, 0.0309145886849
rgb/1341840116.098144.png, rgb/1341840116.298071.png, -0.0448, -0.0265, -0.004, 0.999626685999, -0.0098438018101, 0.0026165279524, 0.0246625736724
rgb/1341840116.298071.png, rgb/1341840116.502967.png, -0.0517, -0.029, 0.003, 0.999956839205, 0.000414567640482, 0.00514206476825, -0.00207026815504
rgb/1341840116.502967.png, rgb/1341840116.702082.png, -0.0452, -0.0195, 0.0123, 0.999910293375, 0.0149292825275, -0.00316767393272, 0.00123759139612
rgb/1341840116.702082.png, rgb/1341840116.902041.png, -0.0352, -0.0184, 0.0041, 0.999266736207, 0.00453674533618, -0.00948602843219, 0.0379429137062
rgb/1341840116.902041.png, rgb/1341840117.106010.png, -0.0487, -0.0255, 0.0117, 0.999791983611, 0.00889409805916, 0.004010117618, 0.014565047009
rgb/1341840117.106010.png, rgb/1341840117.305935.png, -0.058, -0.0312, 0.0133, 0.999863434095, 0.00615488613728, 0.00587485402869, 0.0174040525512
rgb/1341840117.305935.png, rgb/1341840117.505963.png, -0.0588, -0.0231, 0.0157, 0.999603633362, 0.0107234379606, -0.00772865447311, 0.0221779028344
rgb/1341840117.505963.png, rgb/1341840117.706154.png, -0.049, -0.0147, 0.0027, 0.999845849663, 0.00420388191232, -0.00626832035356, 0.0183095078356
rgb/1341840117.706154.png, rgb/1341840117.910030.png, -0.0432, -0.0033, -0.0054, 0.999429159624, 0.00223109238378, -0.0033401836845, 0.0320735392401
rgb/1341840117.910030.png, rgb/1341840118.110207.png, -0.0482, 0.0122, -0.0082, 1.00004235337, -0.00151547070724, 0.00295095504357, 0.0036187482333
rgb/1341840118.110207.png, rgb/1341840118.310137.png, -0.0488, 0.0226, -0.0088, 0.999605071512, -0.00396311447521, -0.00401899284636, 0.0286944335573
rgb/1341840118.310137.png, rgb/1341840118.509967.png, -0.0453, 0.0241, 0.0004, 0.998992945348, -0.00263140085897, -0.0144380030099, 0.040712875305
rgb/1341840118.509967.png, rgb/1341840118.714097.png, -0.0504, 0.0243, 0.0018, 1.00003127142, -0.00416856971161, -0.00013541616279, 0.00686124225514
